project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude
PRJ-1114,PCL-11104,NH-63 Four-Laning Bypass Section 3,Highway / Expressway,Odisha,Sundargarh,37.04,46,Low,0.76,0,Disputed in Escrow,382,Possession Taken (Sec 38),Approved,52,0.76,Contested / Encroached,High / Cooperative,267,0.124,2026-10-05,2026-10-27,22,0,20.241387,85.130352
PRJ-1035,PCL-11105,Uttar Pradesh Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,42.66,34,Low,0.62,0,Partially Disbursed,93,Award Declared (Sec 23),Under Scrutiny,175,0.38,Contested / Encroached,High / Cooperative,335,0.492,2023-10-13,2024-04-01,171,1,26.494709,81.415491
PRJ-1084,PCL-11106,Andhra Pradesh Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Andhra Pradesh,Guntur,16.85,25,Low,0.86,0,Pending Disbursal,264,Declaration Published (Sec 19),Resubmission Required,184,0.54,Full Possession,High / Cooperative,267,0.618,2024-10-17,2025-05-02,197,1,18.443748,82.328351
PRJ-1049,PCL-11107,Odisha Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Odisha,Angul,16.21,39,High,0.91,0,Partially Disbursed,156,Declaration Published (Sec 19),Approved,27,0.84,Substantial Possession (>70%),Moderate,45,0.537,2023-01-29,2023-05-14,105,1,20.591582,86.155349
PRJ-1017,PCL-11108,Madurai Metro Rail Extension Corridor 2,Urban Metro / Transit,Tamil Nadu,Madurai,27.59,69,High,0.83,0,Partially Disbursed,153,Preliminary Notification (Sec 11),Conditional Clearance,129,0.56,Full Possession,Moderate,373,0.595,2025-03-21,2025-12-23,277,1,12.518342,79.210745
PRJ-1022,PCL-11109,Bharatmala Economic Highway Ring 5,Highway / Expressway,Gujarat,Vadodara,19.04,34,High,0.75,1,Partially Disbursed,50,Possession Taken (Sec 38),Approved,57,0.64,Initial Stage (<30%),Low / Resistant,113,0.354,2024-12-27,2025-02-24,59,0,22.635443,73.258275
PRJ-1168,PCL-11110,Aviation Logistics Runway Package 3,Airport Infrastructure,Haryana,Panipat,51.65,166,Very High,0.78,1,Pending Disbursal,217,Notification Pending,Approved,70,0.69,Initial Stage (<30%),Low / Resistant,311,0.357,2026-05-13,2027-05-02,354,1,29.544114,77.296322
PRJ-1196,PCL-11111,Aviation Logistics Runway Package 2,Airport Infrastructure,Madhya Pradesh,Gwalior,14.13,60,Low,0.81,0,Pending Disbursal,115,Preliminary Notification (Sec 11),Approved,15,0.55,Full Possession,Moderate,314,0.491,2026-03-24,,42,0,24.545774,79.457611
PRJ-1245,PCL-11112,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Faridabad,68.17,136,High,0.8,1,Pending Disbursal,306,Preliminary Notification (Sec 11),Approved,15,0.26,Initial Stage (<30%),High / Cooperative,128,0.554,2024-03-02,2025-03-14,377,1,30.437242,76.018153
PRJ-1203,PCL-11113,Rajasthan Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Rajasthan,Jaipur,20.72,16,Medium,0.77,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,158,0.67,Substantial Possession (>70%),High / Cooperative,369,0.142,2025-01-22,,91,1,24.961423,72.904889
PRJ-1155,PCL-11114,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,23.11,41,Low,0.85,0,Disputed in Escrow,529,Award Declared (Sec 23),Conditional Clearance,136,0.36,Contested / Encroached,High / Cooperative,180,0.229,2022-06-15,2022-06-23,8,0,17.600772,79.513696
PRJ-1223,PCL-11115,Guntur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,63.69,56,Medium,0.51,0,Pending Disbursal,251,Possession Taken (Sec 38),Pending Environmental Clearance,194,0.95,Initial Stage (<30%),High / Cooperative,248,0.398,2023-09-28,2024-02-05,130,1,15.947896,80.061255
PRJ-1015,PCL-11116,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Rajasthan,Alwar,51.85,41,Low,0.27,0,Pending Disbursal,104,Possession Taken (Sec 38),Approved,98,0.62,Initial Stage (<30%),Moderate,278,0.343,2025-03-04,2025-09-11,191,1,26.563325,75.666849
PRJ-1196,PCL-11117,Aviation Logistics Runway Package 2,Airport Infrastructure,Madhya Pradesh,Gwalior,41.26,76,Medium,0.16,1,Pending Disbursal,261,Notification Pending,Under Scrutiny,118,0.27,Partial Possession (30-70%),Low / Resistant,127,0.272,2026-03-24,2027-06-04,437,1,25.496428,80.517445
PRJ-1218,PCL-11118,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Hisar,58.42,36,Low,0.79,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,85,0.46,Substantial Possession (>70%),Low / Resistant,184,0.756,2024-12-20,2025-07-31,223,1,28.434634,75.904802
PRJ-1035,PCL-11119,Uttar Pradesh Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,42.32,30,Medium,0.91,0,Pending Disbursal,347,Award Declared (Sec 23),Under Scrutiny,151,0.61,Initial Stage (<30%),High / Cooperative,174,0.552,2023-10-13,2024-04-17,187,1,26.376488,78.609744
PRJ-1031,PCL-11120,Command Area Distribution Network 1,Irrigation / Water Canal,Maharashtra,Aurangabad,28.61,41,Low,0.85,0,Partially Disbursed,156,Notification Pending,Approved,15,0.78,Initial Stage (<30%),Moderate,211,0.454,2023-05-22,2023-09-25,126,1,18.067746,78.838398
PRJ-1184,PCL-11121,Faridabad Cargo Terminal Expansion 1,Airport Infrastructure,Haryana,Faridabad,124.25,192,Very High,0.82,0,Fully Disbursed,0,Award Declared (Sec 23),Pending Environmental Clearance,118,0.64,Substantial Possession (>70%),Moderate,194,0.405,2026-09-01,,175,1,29.115812,77.042628
PRJ-1057,PCL-11122,Gujarat Integrated Industrial Township 5,Industrial Corridor / SEZ,Gujarat,Rajkot,35.46,50,Low,0.93,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,185,0.49,Partial Possession (30-70%),Moderate,246,0.244,2026-04-19,2026-04-22,3,0,23.716613,69.285273
PRJ-1237,PCL-11123,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,24.27,79,Medium,0.93,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,129,0.6,Partial Possession (30-70%),High / Cooperative,267,0.675,2023-06-26,2023-11-12,139,1,20.99068,86.678998
PRJ-1167,PCL-11124,Aviation Logistics Runway Package 4,Airport Infrastructure,Gujarat,Surat,10.81,22,Very High,0.6,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,208,0.5,Full Possession,High / Cooperative,275,0.159,2027-09-08,2028-03-14,188,1,23.598085,70.642928
PRJ-1101,PCL-11125,Guntur Lift Irrigation Main Canal Reach 2,Irrigation / Water Canal,Andhra Pradesh,Guntur,19.1,13,Low,0.51,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,151,0.31,Partial Possession (30-70%),Low / Resistant,70,0.596,2026-10-07,2026-10-22,15,0,17.770244,78.425849
PRJ-1044,PCL-11126,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,17.66,39,Low,0.33,1,Disputed in Escrow,265,Possession Taken (Sec 38),Approved,59,0.69,Substantial Possession (>70%),Low / Resistant,288,0.64,2023-04-08,2024-08-19,499,1,24.033301,80.81749
PRJ-1195,PCL-11127,Visakhapatnam Ultra Mega Solar Park Unit 1,Renewable / Solar Park,Andhra Pradesh,Visakhapatnam,62.54,97,Medium,0.54,0,Pending Disbursal,124,Notification Pending,Conditional Clearance,139,0.78,Initial Stage (<30%),High / Cooperative,117,0.344,2025-02-24,2025-03-05,9,0,17.064365,82.066274
PRJ-1100,PCL-11128,Industrial Rail Siding Network 4,Railway & Freight Corridor,Rajasthan,Udaipur,21.74,39,Low,0.89,0,Fully Disbursed,0,Notification Pending,Pending Environmental Clearance,191,0.47,Full Possession,Moderate,73,0.451,2023-10-04,2024-03-19,167,1,24.196081,74.642397
PRJ-1157,PCL-11129,Industrial Rail Siding Network 1,Railway & Freight Corridor,Odisha,Angul,43.58,84,High,0.67,1,Disputed in Escrow,382,Possession Taken (Sec 38),Under Scrutiny,102,0.63,Partial Possession (30-70%),Low / Resistant,182,0.609,2027-01-04,2028-04-15,467,1,19.58072,86.366164
PRJ-1177,PCL-11130,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,107.94,98,Medium,0.83,0,Fully Disbursed,0,Notification Pending,Approved,102,0.24,Substantial Possession (>70%),High / Cooperative,138,0.428,2025-09-30,,97,1,18.401154,79.416385
PRJ-1112,PCL-11131,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Jajpur,32.82,37,Medium,0.82,0,Partially Disbursed,112,Declaration Published (Sec 19),Under Scrutiny,114,0.39,Full Possession,Moderate,235,0.523,2023-11-11,2024-07-15,247,1,20.720875,86.167551
PRJ-1258,PCL-11132,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Cuttack,8.14,16,Medium,0.92,0,Disputed in Escrow,450,Notification Pending,Conditional Clearance,123,0.32,Contested / Encroached,Moderate,171,0.503,2024-03-08,2025-01-30,328,1,20.88248,84.739733
PRJ-1032,PCL-11133,Madhya Pradesh Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Madhya Pradesh,Ujjain,117.46,152,High,0.67,1,Disputed in Escrow,528,Declaration Published (Sec 19),Approved,15,0.78,Partial Possession (30-70%),Hostile / Legal Injunction,171,0.656,2023-04-30,2024-12-27,607,1,23.39673,81.355816
PRJ-1196,PCL-11134,Aviation Logistics Runway Package 2,Airport Infrastructure,Madhya Pradesh,Gwalior,46.62,84,Low,0.65,0,Fully Disbursed,0,Notification Pending,Approved,94,0.71,Substantial Possession (>70%),Moderate,146,0.788,2026-03-24,2026-08-26,155,1,25.176079,76.170189
PRJ-1256,PCL-11135,Tamil Nadu Integrated Industrial Township 5,Industrial Corridor / SEZ,Tamil Nadu,Coimbatore,32.14,42,High,0.33,1,Disputed in Escrow,205,Notification Pending,Under Scrutiny,157,0.82,Partial Possession (30-70%),Moderate,209,0.539,2023-11-21,2024-12-02,377,1,9.652284,79.901847
PRJ-1023,PCL-11136,Maharashtra Green Express Corridor Phase 3,Highway / Expressway,Maharashtra,Nagpur,39.37,45,High,0.72,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,15,0.38,Full Possession,High / Cooperative,182,0.365,2024-09-30,2025-04-24,206,1,20.417022,73.145378
PRJ-1247,PCL-11137,Jodhpur Cargo Terminal Expansion 3,Airport Infrastructure,Rajasthan,Jodhpur,55.75,157,Very High,0.54,1,Partially Disbursed,45,Declaration Published (Sec 19),Pending Environmental Clearance,123,0.44,Partial Possession (30-70%),Moderate,113,0.457,2023-10-01,2024-09-10,345,1,27.19541,71.768046
PRJ-1125,PCL-11138,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Prayagraj,5.98,11,Low,0.8,0,Partially Disbursed,170,Declaration Published (Sec 19),Approved,95,0.43,Full Possession,High / Cooperative,71,0.649,2026-01-26,2026-02-20,25,0,27.229921,78.509283
PRJ-1051,PCL-11139,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Andhra Pradesh,Kurnool,54.98,97,Low,0.68,0,Fully Disbursed,0,Award Declared (Sec 23),Conditional Clearance,189,0.77,Full Possession,Moderate,217,0.364,2025-10-13,2026-03-31,169,1,14.203425,79.022923
PRJ-1195,PCL-11140,Visakhapatnam Ultra Mega Solar Park Unit 1,Renewable / Solar Park,Andhra Pradesh,Visakhapatnam,62.72,24,Medium,0.72,0,Partially Disbursed,138,Award Declared (Sec 23),Approved,80,0.53,Full Possession,High / Cooperative,120,0.167,2025-02-24,2025-02-24,0,0,15.975153,78.415211
PRJ-1154,PCL-11141,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,64.86,100,High,0.75,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,86,0.55,Full Possession,Hostile / Legal Injunction,342,0.616,2026-01-19,2027-03-28,433,1,20.565761,77.587336
PRJ-1138,PCL-11142,Gurugram Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Gurugram,131.69,178,Low,0.25,0,Fully Disbursed,0,Notification Pending,Approved,62,0.52,Substantial Possession (>70%),Low / Resistant,96,0.211,2026-01-08,2026-08-13,217,1,29.903822,76.441924
PRJ-1208,PCL-11143,Rajasthan Integrated Industrial Township 1,Industrial Corridor / SEZ,Rajasthan,Alwar,29.64,42,Medium,0.67,0,Partially Disbursed,174,Preliminary Notification (Sec 11),Under Scrutiny,162,0.53,Contested / Encroached,Moderate,260,0.456,2025-07-21,2026-06-11,325,1,24.750945,74.630906
PRJ-1038,PCL-11144,Command Area Distribution Network 3,Irrigation / Water Canal,Madhya Pradesh,Bhopal,27.85,45,Low,0.82,0,Partially Disbursed,126,Preliminary Notification (Sec 11),Under Scrutiny,212,0.71,Full Possession,High / Cooperative,271,0.196,2023-08-21,2023-11-20,91,1,23.651971,77.424373
PRJ-1045,PCL-11145,Uttar Pradesh Clean Energy Hub Sector 2,Renewable / Solar Park,Uttar Pradesh,Prayagraj,19.16,24,Medium,0.35,1,Pending Disbursal,185,Possession Taken (Sec 38),Approved,70,0.77,Contested / Encroached,Hostile / Legal Injunction,190,0.528,2024-12-29,,410,1,25.501184,82.808369
PRJ-1189,PCL-11146,Haryana Green Express Corridor Phase 3,Highway / Expressway,Haryana,Gurugram,23.77,44,Medium,0.78,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,127,0.59,Partial Possession (30-70%),Moderate,150,0.311,2025-06-08,,27,0,30.292858,77.337416
PRJ-1152,PCL-11147,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Madhya Pradesh,Ujjain,6.17,15,Medium,0.41,1,Partially Disbursed,53,Notification Pending,Conditional Clearance,112,0.8,Partial Possession (30-70%),Low / Resistant,346,0.342,2024-10-11,2025-12-17,432,1,23.744425,76.233221
PRJ-1084,PCL-11148,Andhra Pradesh Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Andhra Pradesh,Guntur,126.63,132,Medium,0.71,0,Pending Disbursal,225,Award Declared (Sec 23),Approved,47,0.47,Substantial Possession (>70%),High / Cooperative,225,0.325,2024-10-17,2024-10-17,0,0,14.670018,82.670823
PRJ-1151,PCL-11149,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Karnataka,Bengaluru Rural,25.3,31,Medium,0.33,1,Pending Disbursal,154,Award Declared (Sec 23),Under Scrutiny,192,0.61,Full Possession,Low / Resistant,164,0.629,2025-12-20,2027-06-10,537,1,14.376957,77.217005
PRJ-1026,PCL-11150,Gujarat Integrated Industrial Township 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,69.17,125,High,0.51,0,Partially Disbursed,84,Declaration Published (Sec 19),Approved,75,0.41,Initial Stage (<30%),Moderate,232,0.466,2024-10-07,2024-11-19,43,0,21.233771,70.806913
PRJ-1168,PCL-11151,Aviation Logistics Runway Package 3,Airport Infrastructure,Haryana,Panipat,35.92,78,Low,0.69,0,Pending Disbursal,354,Declaration Published (Sec 19),Approved,15,0.26,Partial Possession (30-70%),High / Cooperative,240,0.08,2026-05-13,,8,0,30.179818,77.23241
PRJ-1215,PCL-11152,Command Area Distribution Network 2,Irrigation / Water Canal,Uttar Pradesh,Agra,25.36,15,High,0.75,1,Partially Disbursed,119,Notification Pending,Under Scrutiny,179,0.35,Contested / Encroached,Low / Resistant,111,0.104,2025-11-23,,495,1,25.296459,83.134627
PRJ-1191,PCL-11153,Haryana Green Express Corridor Phase 4,Highway / Expressway,Haryana,Karnal,17.53,32,High,0.39,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,76,0.64,Partial Possession (30-70%),High / Cooperative,111,0.711,2024-06-27,2024-11-25,151,1,30.389339,76.709795
PRJ-1186,PCL-11154,Surat Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Surat,78.33,300,Low,0.49,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Conditional Clearance,132,0.71,Substantial Possession (>70%),Moderate,301,0.185,2026-06-10,,27,0,21.709497,72.644538
PRJ-1248,PCL-11155,Command Area Distribution Network 1,Irrigation / Water Canal,Karnataka,Kalaburagi,18.13,31,Low,0.57,0,Partially Disbursed,113,Award Declared (Sec 23),Approved,101,0.78,Substantial Possession (>70%),Moderate,289,0.343,2026-04-12,2026-05-02,20,0,13.806486,76.792115
PRJ-1212,PCL-11156,NH-93 Four-Laning Bypass Section 5,Highway / Expressway,Karnataka,Dharwad,21.06,27,Medium,0.47,0,Pending Disbursal,149,Possession Taken (Sec 38),Conditional Clearance,123,0.5,Full Possession,High / Cooperative,308,0.324,2026-03-12,2026-04-19,38,0,15.456181,76.38387
PRJ-1073,PCL-11157,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Noida,38.03,23,Medium,0.49,0,Partially Disbursed,39,Award Declared (Sec 23),Approved,78,0.62,Full Possession,High / Cooperative,136,0.08,2026-02-11,2026-03-09,26,0,28.373174,79.141797
PRJ-1207,PCL-11158,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,30.94,50,Low,0.81,0,Partially Disbursed,142,Award Declared (Sec 23),Under Scrutiny,134,0.64,Initial Stage (<30%),Hostile / Legal Injunction,312,0.401,2022-08-02,2023-10-01,425,1,23.025828,76.222326
PRJ-1078,PCL-11159,Salem Greenfield International Airport Phase 1,Airport Infrastructure,Tamil Nadu,Salem,50.77,203,Very High,0.56,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,146,0.56,Contested / Encroached,Moderate,330,0.419,2026-08-13,2026-08-29,16,0,10.980301,77.237474
PRJ-1258,PCL-11160,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Cuttack,21.65,38,High,0.71,0,Pending Disbursal,242,Possession Taken (Sec 38),Pending Environmental Clearance,166,0.85,Initial Stage (<30%),Moderate,155,0.593,2024-03-08,2024-12-30,297,1,20.057603,84.869827
PRJ-1028,PCL-11161,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,10.3,2,Low,0.9,0,Fully Disbursed,0,Award Declared (Sec 23),Resubmission Required,157,0.35,Full Possession,High / Cooperative,148,0.441,2024-07-23,2024-08-17,25,0,22.341997,71.005067
PRJ-1005,PCL-11162,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,34.79,31,High,0.83,0,Partially Disbursed,37,Notification Pending,Approved,97,0.5,Full Possession,High / Cooperative,279,0.138,2025-05-08,2025-05-23,15,0,22.772793,71.429705
PRJ-1237,PCL-11163,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,30.1,64,Very High,0.83,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,166,0.43,Full Possession,High / Cooperative,196,0.522,2023-06-26,2023-07-14,18,0,21.575164,86.59179
PRJ-1087,PCL-11164,Command Area Distribution Network 2,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,101.15,141,High,0.91,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,133,0.71,Contested / Encroached,Moderate,241,0.523,2022-11-13,2022-12-19,36,0,11.705076,78.308981
PRJ-1070,PCL-11165,Command Area Distribution Network 1,Irrigation / Water Canal,Rajasthan,Jaipur,26.91,58,High,0.56,0,Fully Disbursed,0,Possession Taken (Sec 38),Conditional Clearance,155,0.57,Partial Possession (30-70%),Moderate,30,0.28,2025-08-31,2026-02-17,170,1,24.85186,76.36659
PRJ-1173,PCL-11166,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,56.57,110,High,0.68,1,Disputed in Escrow,312,Possession Taken (Sec 38),Under Scrutiny,250,0.48,Initial Stage (<30%),Hostile / Legal Injunction,210,0.557,2025-07-10,2027-05-01,660,1,24.994235,75.294898
PRJ-1253,PCL-11167,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Odisha,Jajpur,22.63,49,Low,0.64,1,Pending Disbursal,277,Preliminary Notification (Sec 11),Pending Environmental Clearance,60,0.64,Initial Stage (<30%),Moderate,165,0.359,2023-07-06,2024-05-14,313,1,19.809722,85.245944
PRJ-1025,PCL-11168,Odisha Green Express Corridor Phase 4,Highway / Expressway,Odisha,Sundargarh,67.45,139,Medium,0.57,0,Fully Disbursed,0,Notification Pending,Approved,15,0.23,Full Possession,Low / Resistant,206,0.615,2025-09-08,,333,1,19.575279,85.11021
PRJ-1110,PCL-11169,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Rajasthan,Udaipur,30.16,41,High,0.55,0,Partially Disbursed,54,Declaration Published (Sec 19),Resubmission Required,85,0.75,Full Possession,High / Cooperative,267,0.134,2026-01-07,2026-01-17,10,0,25.934996,74.038245
PRJ-1184,PCL-11170,Faridabad Cargo Terminal Expansion 1,Airport Infrastructure,Haryana,Faridabad,21.0,70,Medium,0.6,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,32,0.64,Initial Stage (<30%),High / Cooperative,276,0.21,2026-09-01,2026-09-01,0,0,28.88066,76.975081
PRJ-1010,PCL-11171,Madhya Pradesh Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Madhya Pradesh,Indore,79.77,154,Very High,0.92,0,Partially Disbursed,152,Award Declared (Sec 23),Approved,15,0.54,Partial Possession (30-70%),High / Cooperative,190,0.539,2023-03-14,2023-10-30,230,1,23.800247,77.792228
PRJ-1246,PCL-11172,Bharatmala Economic Highway Ring 2,Highway / Expressway,Andhra Pradesh,Nellore,29.44,17,High,0.35,1,Disputed in Escrow,337,Notification Pending,Under Scrutiny,71,0.74,Contested / Encroached,Moderate,291,0.785,2024-11-19,,354,1,16.254197,81.452502
PRJ-1202,PCL-11173,Andhra Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Andhra Pradesh,Guntur,86.43,157,Medium,0.69,0,Partially Disbursed,32,Preliminary Notification (Sec 11),Under Scrutiny,221,0.78,Contested / Encroached,High / Cooperative,224,0.358,2024-12-08,,33,0,16.209417,79.897187
PRJ-1201,PCL-11174,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,80.65,102,Low,0.6,0,Pending Disbursal,166,Declaration Published (Sec 19),Conditional Clearance,149,0.72,Full Possession,High / Cooperative,207,0.326,2024-08-23,2024-09-24,32,0,20.027477,84.335573
