parcel_id,project_id,state,district,latitude,longitude,project_type,land_area_acres,affected_families,affected_family_density,land_area_per_family,documentation_completeness_pct,rehabilitation_progress_pct,legal_dispute_indicator,compensation_pending_days,approval_processing_days,approval_delay_days,administrative_processing_days,historical_delay_rate,compensation_status,notification_status,approval_status,possession_status,stakeholder_responsiveness,ownership_complexity,ownership_complexity_score,stakeholder_response_score,possession_progress_score,operational_friction_index,target_delay_status,target_delay_days
PCL-11212,PRJ-1110,Rajasthan,Udaipur,28.051996,71.925316,Renewable / Solar Park,16.56,8,0.4831,2.0697,89.0,44.0,0,163,101,41,195,0.486,Partially Disbursed,Notification Pending,Under Scrutiny,Full Possession,Moderate,Medium,2,3,5,25.56,1,169
PCL-11213,PRJ-1114,Odisha,Sundargarh,21.582833,84.658855,Highway / Expressway,17.21,25,1.4526,0.6884,89.0,47.0,0,53,124,64,259,0.517,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),Moderate,Medium,2,3,4,23.14,1,131
PCL-11214,PRJ-1255,Haryana,Hisar,29.940989,75.779507,Highway / Expressway,34.42,56,1.627,0.6146,70.0,51.0,0,0,15,0,183,0.152,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Low / Resistant,Low,1,2,4,25.26,1,96
PCL-11215,PRJ-1114,Odisha,Sundargarh,21.871666,85.557345,Highway / Expressway,24.28,36,1.4827,0.6744,62.0,67.0,0,141,152,92,202,0.276,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Full Possession,Low / Resistant,Very High,4,2,5,31.77,1,310
PCL-11216,PRJ-1227,Rajasthan,Jodhpur,27.366507,71.823042,Railway & Freight Corridor,93.52,78,0.834,1.199,76.0,75.0,0,0,199,139,178,0.292,Fully Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Substantial Possession (>70%),Moderate,Very High,4,3,4,17.72,0,28
PCL-11217,PRJ-1150,Maharashtra,Thane,18.785893,74.035399,Urban Metro / Transit,15.58,62,3.9795,0.2513,75.0,50.0,0,184,171,111,223,0.253,Pending Disbursal,Declaration Published (Sec 19),Conditional Clearance,Substantial Possession (>70%),Moderate,Medium,2,3,4,29.67,1,172
PCL-11218,PRJ-1094,Rajasthan,Alwar,27.662633,74.695801,Industrial Corridor / SEZ,19.42,25,1.2873,0.7768,71.0,48.0,0,0,213,153,176,0.241,Fully Disbursed,Possession Taken (Sec 38),Pending Environmental Clearance,Full Possession,Moderate,Low,1,3,5,21.35,0,49
PCL-11219,PRJ-1029,Rajasthan,Jodhpur,25.244847,75.083678,Airport Infrastructure,38.17,107,2.8032,0.3567,75.0,41.0,0,0,176,116,324,0.433,Fully Disbursed,Notification Pending,Pending Environmental Clearance,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,23.05,0,33
PCL-11220,PRJ-1007,Gujarat,Ahmedabad,23.626588,69.365643,Irrigation / Water Canal,17.05,36,2.1114,0.4736,54.0,54.0,0,0,15,0,253,0.359,Fully Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,27.04,0,23
PCL-11221,PRJ-1188,Andhra Pradesh,Krishna,15.748912,79.587772,Railway & Freight Corridor,17.18,3,0.1746,5.7248,78.0,85.0,0,0,100,40,130,0.277,Fully Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,10.78,0,21
PCL-11222,PRJ-1138,Haryana,Gurugram,28.22285,76.62583,Renewable / Solar Park,24.98,46,1.8415,0.543,83.0,56.0,1,226,215,155,207,0.193,Disputed in Escrow,Notification Pending,Conditional Clearance,Initial Stage (<30%),High / Cooperative,Low,1,4,2,49.85,1,233
PCL-11223,PRJ-1255,Haryana,Hisar,28.908606,75.901239,Highway / Expressway,22.02,38,1.7257,0.5795,72.0,39.0,0,0,110,50,55,0.568,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Full Possession,High / Cooperative,Low,1,4,5,13.76,0,21
PCL-11224,PRJ-1255,Haryana,Hisar,28.280626,76.935032,Highway / Expressway,43.95,23,0.5233,1.9108,77.0,49.0,0,140,59,0,201,0.525,Partially Disbursed,Notification Pending,Approved,Substantial Possession (>70%),Low / Resistant,Low,1,2,4,30.49,1,250
PCL-11225,PRJ-1208,Rajasthan,Alwar,24.209877,76.683857,Industrial Corridor / SEZ,22.59,29,1.2838,0.7789,96.0,20.0,0,0,135,75,96,0.218,Fully Disbursed,Notification Pending,Resubmission Required,Full Possession,High / Cooperative,Low,1,4,5,12.4,0,0
PCL-11226,PRJ-1015,Rajasthan,Alwar,26.075682,73.050801,Renewable / Solar Park,119.06,172,1.4446,0.6922,63.0,86.0,1,211,93,33,163,0.75,Pending Disbursal,Declaration Published (Sec 19),Pending Environmental Clearance,Initial Stage (<30%),Low / Resistant,High,3,2,2,56.08,1,482
PCL-11227,PRJ-1159,Maharashtra,Nagpur,18.638744,76.906755,Renewable / Solar Park,96.38,142,1.4733,0.6787,95.0,60.0,1,261,80,20,259,0.311,Pending Disbursal,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,50.44,1,186
PCL-11228,PRJ-1036,Haryana,Gurugram,28.894735,75.594686,Highway / Expressway,21.22,35,1.6494,0.6063,65.0,39.0,0,102,32,0,202,0.212,Partially Disbursed,Possession Taken (Sec 38),Approved,Full Possession,Moderate,High,3,3,5,28.62,1,325
PCL-11229,PRJ-1238,Andhra Pradesh,Nellore,15.79083,79.565015,Railway & Freight Corridor,11.54,14,1.2132,0.8242,71.0,62.0,0,109,15,0,81,0.432,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,High / Cooperative,Medium,2,4,5,17.12,0,0
PCL-11230,PRJ-1018,Maharashtra,Aurangabad,18.795102,75.166006,Renewable / Solar Park,14.95,19,1.2709,0.7868,86.0,47.0,0,0,149,89,91,0.654,Fully Disbursed,Notification Pending,Conditional Clearance,Contested / Encroached,High / Cooperative,Low,1,4,1,11.51,0,2
PCL-11231,PRJ-1096,Karnataka,Mysuru,17.268142,75.962414,Renewable / Solar Park,53.87,40,0.7425,1.3467,67.0,35.0,0,87,60,0,113,0.528,Partially Disbursed,Award Declared (Sec 23),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,24.66,1,194
PCL-11232,PRJ-1092,Haryana,Karnal,28.933216,75.759232,Renewable / Solar Park,14.16,18,1.2712,0.7866,64.0,55.0,0,0,123,63,250,0.733,Fully Disbursed,Preliminary Notification (Sec 11),Pending Environmental Clearance,Substantial Possession (>70%),Moderate,Medium,2,3,4,24.83,0,39
PCL-11233,PRJ-1172,Rajasthan,Jaipur,26.741586,73.107218,Airport Infrastructure,9.48,20,2.1097,0.474,71.0,42.0,0,104,61,1,177,0.245,Partially Disbursed,Declaration Published (Sec 19),Approved,Full Possession,High / Cooperative,Medium,2,4,5,22.51,1,97
PCL-11234,PRJ-1063,Uttar Pradesh,Varanasi,26.394775,83.061216,Railway & Freight Corridor,24.18,35,1.4475,0.6908,57.0,76.0,0,231,184,124,194,0.209,Pending Disbursal,Notification Pending,Under Scrutiny,Partial Possession (30-70%),Moderate,High,3,3,3,31.52,0,43
PCL-11235,PRJ-1210,Rajasthan,Jaipur,25.210695,74.152365,Airport Infrastructure,47.96,157,3.2736,0.3055,51.0,82.0,1,0,161,101,131,0.446,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Substantial Possession (>70%),Low / Resistant,High,3,2,4,49.01,1,334
PCL-11236,PRJ-1112,Odisha,Jajpur,22.119651,85.856321,Irrigation / Water Canal,44.13,45,1.0197,0.9806,65.0,59.0,0,0,76,16,112,0.375,Fully Disbursed,Declaration Published (Sec 19),Approved,Initial Stage (<30%),Low / Resistant,High,3,2,2,22.8,0,63
PCL-11237,PRJ-1229,Odisha,Angul,19.885631,85.916434,Highway / Expressway,10.9,7,0.6422,1.5569,55.0,81.0,0,355,15,0,218,0.256,Pending Disbursal,Award Declared (Sec 23),Approved,Initial Stage (<30%),High / Cooperative,Medium,2,4,2,33.66,0,17
PCL-11238,PRJ-1190,Madhya Pradesh,Jabalpur,23.531384,80.172259,Highway / Expressway,70.58,56,0.7934,1.2603,79.0,62.0,1,311,55,0,163,0.28,Pending Disbursal,Award Declared (Sec 23),Approved,Substantial Possession (>70%),High / Cooperative,High,3,4,4,51.89,1,210
PCL-11239,PRJ-1115,Madhya Pradesh,Jabalpur,24.542924,80.316947,Renewable / Solar Park,15.51,18,1.1605,0.8616,91.0,37.0,0,0,66,6,411,0.524,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,23.1,0,65
PCL-11240,PRJ-1201,Odisha,Khurda,20.044818,85.622346,Industrial Corridor / SEZ,20.2,20,0.9901,1.0099,62.0,63.0,1,130,218,158,317,0.773,Pending Disbursal,Notification Pending,Under Scrutiny,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,64.78,1,502
PCL-11241,PRJ-1185,Madhya Pradesh,Bhopal,24.481222,76.260576,Renewable / Solar Park,72.28,119,1.6464,0.6074,72.0,46.0,1,461,100,40,382,0.404,Disputed in Escrow,Award Declared (Sec 23),Approved,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,65.32,1,412
PCL-11242,PRJ-1209,Haryana,Panipat,28.428171,76.824422,Irrigation / Water Canal,31.22,28,0.8969,1.115,74.0,29.0,0,0,36,0,184,0.454,Fully Disbursed,Possession Taken (Sec 38),Approved,Full Possession,Moderate,High,3,3,5,22.95,1,146
PCL-11243,PRJ-1231,Andhra Pradesh,Guntur,17.192505,80.086858,Urban Metro / Transit,149.06,534,3.5825,0.2791,71.0,66.0,1,104,170,110,158,0.363,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Contested / Encroached,Low / Resistant,High,3,2,1,51.9,1,415
PCL-11244,PRJ-1073,Uttar Pradesh,Noida,26.984875,79.565131,Highway / Expressway,46.92,78,1.6624,0.6015,39.0,50.0,0,0,15,0,144,0.187,Fully Disbursed,Possession Taken (Sec 38),Approved,Full Possession,Moderate,Very High,4,3,5,26.35,1,157
PCL-11245,PRJ-1020,Madhya Pradesh,Indore,23.379232,80.435423,Renewable / Solar Park,48.21,40,0.8297,1.2052,80.0,23.0,0,173,154,94,53,0.36,Pending Disbursal,Declaration Published (Sec 19),Conditional Clearance,Substantial Possession (>70%),Moderate,Low,1,3,4,24.55,1,91
PCL-11246,PRJ-1093,Tamil Nadu,Kanchipuram,11.074749,78.094,Railway & Freight Corridor,51.85,91,1.7551,0.5698,70.0,69.0,1,168,118,58,393,0.178,Pending Disbursal,Notification Pending,Conditional Clearance,Full Possession,Moderate,High,3,3,5,59.49,1,289
PCL-11247,PRJ-1170,Maharashtra,Pune,19.213691,79.395642,Renewable / Solar Park,83.53,64,0.7662,1.3051,87.0,35.0,1,329,15,0,242,0.264,Pending Disbursal,Possession Taken (Sec 38),Approved,Initial Stage (<30%),Moderate,High,3,3,2,60.45,1,382
PCL-11248,PRJ-1234,Madhya Pradesh,Ujjain,23.65688,80.271025,Industrial Corridor / SEZ,80.88,96,1.1869,0.8425,59.0,80.0,0,0,29,0,178,0.628,Fully Disbursed,Award Declared (Sec 23),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,20.62,1,115
PCL-11249,PRJ-1108,Madhya Pradesh,Indore,22.29662,81.075998,Industrial Corridor / SEZ,15.05,20,1.3289,0.7525,92.0,50.0,0,177,84,24,97,0.488,Pending Disbursal,Declaration Published (Sec 19),Approved,Full Possession,Moderate,Low,1,3,5,21.26,0,23
PCL-11250,PRJ-1068,Maharashtra,Pune,18.185333,76.507176,Irrigation / Water Canal,70.48,79,1.1209,0.8921,82.0,58.0,0,34,163,103,208,0.224,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Full Possession,Low / Resistant,High,3,2,5,24.5,1,310
PCL-11251,PRJ-1068,Maharashtra,Pune,18.898755,78.688912,Irrigation / Water Canal,29.82,13,0.4359,2.2937,67.0,89.0,0,0,138,78,236,0.114,Fully Disbursed,Notification Pending,Under Scrutiny,Partial Possession (30-70%),Low / Resistant,High,3,2,3,24.05,1,311
PCL-11252,PRJ-1244,Karnataka,Mysuru,15.696746,76.761148,Airport Infrastructure,32.54,92,2.8273,0.3537,46.0,58.0,0,76,62,2,230,0.377,Partially Disbursed,Award Declared (Sec 23),Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,26.75,0,42
PCL-11253,PRJ-1226,Rajasthan,Alwar,24.727979,75.048066,Industrial Corridor / SEZ,6.49,29,4.4684,0.2238,63.0,51.0,1,40,139,79,409,0.285,Partially Disbursed,Notification Pending,Conditional Clearance,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,61.44,1,362
PCL-11254,PRJ-1145,Tamil Nadu,Tiruchirappalli,11.972879,79.88606,Urban Metro / Transit,45.95,171,3.7214,0.2687,69.0,77.0,0,0,129,69,205,0.323,Fully Disbursed,Notification Pending,Conditional Clearance,Full Possession,High / Cooperative,Medium,2,4,5,16.19,1,147
PCL-11255,PRJ-1067,Odisha,Sundargarh,19.769794,86.694181,Airport Infrastructure,46.01,86,1.8692,0.535,83.0,44.0,0,0,46,0,184,0.238,Fully Disbursed,Notification Pending,Approved,Initial Stage (<30%),Moderate,Medium,2,3,2,19.65,0,48
PCL-11256,PRJ-1038,Madhya Pradesh,Bhopal,24.049424,75.366696,Irrigation / Water Canal,37.34,76,2.0354,0.4913,83.0,47.0,0,0,15,0,252,0.569,Fully Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,18.15,0,47
PCL-11257,PRJ-1129,Maharashtra,Thane,20.06389,74.190498,Urban Metro / Transit,23.96,58,2.4207,0.4131,71.0,27.0,1,66,156,96,284,0.553,Partially Disbursed,Possession Taken (Sec 38),Pending Environmental Clearance,Contested / Encroached,Low / Resistant,High,3,2,1,58.96,1,458
PCL-11258,PRJ-1094,Rajasthan,Alwar,24.769619,73.178228,Industrial Corridor / SEZ,31.39,33,1.0513,0.9512,75.0,79.0,0,0,156,96,523,0.274,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,22.1,0,28
PCL-11259,PRJ-1100,Rajasthan,Udaipur,27.306167,71.058896,Railway & Freight Corridor,11.8,4,0.339,2.9493,68.0,69.0,1,99,134,74,216,0.66,Pending Disbursal,Award Declared (Sec 23),Under Scrutiny,Initial Stage (<30%),Hostile / Legal Injunction,Low,1,1,2,57.92,1,443
PCL-11260,PRJ-1170,Maharashtra,Pune,18.084056,76.0236,Renewable / Solar Park,11.69,21,1.7964,0.5566,68.0,41.0,0,119,122,62,364,0.644,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),High / Cooperative,Low,1,4,2,30.84,1,106
PCL-11261,PRJ-1255,Haryana,Hisar,28.667709,76.883783,Highway / Expressway,11.65,16,1.3734,0.7281,82.0,59.0,0,252,15,0,231,0.251,Pending Disbursal,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,30.47,0,10
PCL-11262,PRJ-1243,Uttar Pradesh,Noida,26.134283,78.97068,Highway / Expressway,13.47,22,1.6333,0.6122,90.0,77.0,0,0,20,0,303,0.85,Fully Disbursed,Notification Pending,Approved,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,15.66,1,91
PCL-11263,PRJ-1081,Karnataka,Bengaluru Rural,13.289456,75.46468,Railway & Freight Corridor,20.59,16,0.7771,1.2868,71.0,29.0,1,68,63,3,292,0.175,Partially Disbursed,Notification Pending,Approved,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,62.89,1,496
PCL-11264,PRJ-1224,Gujarat,Vadodara,21.758655,71.99085,Industrial Corridor / SEZ,37.93,76,2.0037,0.4991,42.0,52.0,0,0,73,13,38,0.85,Fully Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,21.58,1,214
PCL-11265,PRJ-1133,Madhya Pradesh,Jabalpur,24.79341,75.223234,Urban Metro / Transit,48.89,169,3.4567,0.2893,92.0,67.0,0,0,102,42,155,0.555,Fully Disbursed,Notification Pending,Conditional Clearance,Full Possession,High / Cooperative,Medium,2,4,5,10.71,1,109
PCL-11266,PRJ-1115,Madhya Pradesh,Jabalpur,25.149239,76.055017,Renewable / Solar Park,12.0,17,1.4167,0.7058,71.0,92.0,1,580,32,0,161,0.751,Disputed in Escrow,Preliminary Notification (Sec 11),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,60.14,1,379
PCL-11267,PRJ-1058,Uttar Pradesh,Prayagraj,27.468178,80.956963,Irrigation / Water Canal,13.92,11,0.7902,1.2653,90.0,72.0,0,0,15,0,234,0.306,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,17.32,0,5
PCL-11268,PRJ-1030,Rajasthan,Udaipur,25.763639,76.884049,Industrial Corridor / SEZ,40.93,73,1.7835,0.5607,88.0,69.0,1,347,35,0,94,0.578,Pending Disbursal,Possession Taken (Sec 38),Approved,Initial Stage (<30%),Low / Resistant,High,3,2,2,55.79,1,472
PCL-11269,PRJ-1161,Andhra Pradesh,Visakhapatnam,16.341436,81.852098,Industrial Corridor / SEZ,50.47,112,2.2191,0.4506,92.0,32.0,0,60,54,0,294,0.432,Partially Disbursed,Notification Pending,Approved,Full Possession,High / Cooperative,Medium,2,4,5,21.89,0,10
PCL-11270,PRJ-1093,Tamil Nadu,Kanchipuram,9.930096,77.486819,Railway & Freight Corridor,5.46,2,0.3663,2.7286,78.0,34.0,1,0,15,0,99,0.611,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),Moderate,High,3,3,4,43.46,1,394
PCL-11271,PRJ-1112,Odisha,Jajpur,21.619178,84.354473,Irrigation / Water Canal,5.0,3,0.6,1.6661,56.0,66.0,1,623,67,7,158,0.337,Disputed in Escrow,Preliminary Notification (Sec 11),Approved,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,69.38,1,524
PCL-11272,PRJ-1209,Haryana,Panipat,29.461506,76.678717,Irrigation / Water Canal,56.29,90,1.5989,0.6254,82.0,50.0,0,80,156,96,286,0.435,Partially Disbursed,Preliminary Notification (Sec 11),Conditional Clearance,Full Possession,Moderate,Medium,2,3,5,26.36,1,234
PCL-11273,PRJ-1222,Uttar Pradesh,Kanpur,26.485644,78.163059,Industrial Corridor / SEZ,48.89,77,1.575,0.6349,64.0,57.0,1,562,145,85,202,0.321,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,59.08,1,220
PCL-11274,PRJ-1002,Madhya Pradesh,Bhopal,23.465768,75.347045,Urban Metro / Transit,49.46,194,3.9224,0.2549,83.0,46.0,0,30,165,105,165,0.246,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Full Possession,Low / Resistant,Medium,2,2,5,23.72,1,249
PCL-11275,PRJ-1088,Uttar Pradesh,Prayagraj,27.293948,81.098598,Airport Infrastructure,204.52,661,3.232,0.3094,51.0,54.0,0,0,140,80,162,0.376,Fully Disbursed,Possession Taken (Sec 38),Conditional Clearance,Initial Stage (<30%),High / Cooperative,Low,1,4,2,20.47,0,40
PCL-11276,PRJ-1106,Madhya Pradesh,Jabalpur,25.930862,78.260251,Highway / Expressway,44.54,77,1.7288,0.5784,78.0,49.0,1,388,171,111,262,0.66,Disputed in Escrow,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),Low / Resistant,Medium,2,2,2,66.82,1,472
PCL-11277,PRJ-1207,Madhya Pradesh,Gwalior,22.828946,77.961205,Industrial Corridor / SEZ,9.4,19,2.0213,0.4947,84.0,42.0,1,277,121,61,199,0.823,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Contested / Encroached,Low / Resistant,Medium,2,2,1,60.35,1,409
PCL-11278,PRJ-1116,Tamil Nadu,Coimbatore,11.987447,77.522299,Irrigation / Water Canal,110.42,170,1.5396,0.6495,71.0,34.0,1,416,126,66,161,0.687,Disputed in Escrow,Notification Pending,Conditional Clearance,Substantial Possession (>70%),Low / Resistant,Very High,4,2,4,65.94,1,570
PCL-11279,PRJ-1011,Gujarat,Surat,22.227576,72.990873,Urban Metro / Transit,48.76,138,2.8302,0.3533,87.0,34.0,0,178,25,0,280,0.267,Partially Disbursed,Declaration Published (Sec 19),Approved,Initial Stage (<30%),High / Cooperative,Low,1,4,2,27.02,0,20
PCL-11280,PRJ-1137,Haryana,Faridabad,28.643669,75.692615,Highway / Expressway,34.23,34,0.9933,1.0067,74.0,54.0,1,535,42,0,147,0.36,Disputed in Escrow,Preliminary Notification (Sec 11),Approved,Initial Stage (<30%),Low / Resistant,Medium,2,2,2,62.81,1,370
PCL-11281,PRJ-1127,Andhra Pradesh,Kurnool,16.430478,79.514652,Urban Metro / Transit,78.19,252,3.2229,0.3103,65.0,43.0,0,167,48,0,180,0.635,Pending Disbursal,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,30.06,1,196
PCL-11282,PRJ-1088,Uttar Pradesh,Prayagraj,27.129561,79.96107,Airport Infrastructure,16.41,43,2.6204,0.3816,48.0,52.0,0,174,65,5,201,0.444,Partially Disbursed,Declaration Published (Sec 19),Approved,Full Possession,High / Cooperative,Low,1,4,5,29.89,1,125
PCL-11283,PRJ-1005,Gujarat,Ahmedabad,23.265589,72.297966,Industrial Corridor / SEZ,27.88,44,1.5782,0.6336,75.0,64.0,0,66,25,0,173,0.583,Partially Disbursed,Notification Pending,Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,21.55,0,35
PCL-11284,PRJ-1225,Odisha,Sundargarh,21.042645,85.120165,Airport Infrastructure,34.84,42,1.2055,0.8295,97.0,57.0,0,157,184,124,130,0.577,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),Moderate,Low,1,3,3,19.98,0,39
PCL-11285,PRJ-1142,Madhya Pradesh,Gwalior,22.381179,78.307977,Industrial Corridor / SEZ,45.6,76,1.6667,0.6,78.0,49.0,1,237,109,49,110,0.85,Pending Disbursal,Possession Taken (Sec 38),Under Scrutiny,Initial Stage (<30%),Hostile / Legal Injunction,High,3,1,2,59.61,1,531
PCL-11286,PRJ-1055,Rajasthan,Jodhpur,28.437863,72.778507,Irrigation / Water Canal,55.57,76,1.3676,0.7312,76.0,71.0,1,353,221,161,30,0.302,Pending Disbursal,Possession Taken (Sec 38),Pending Environmental Clearance,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,48.33,1,172
PCL-11287,PRJ-1017,Tamil Nadu,Madurai,10.10769,77.482577,Urban Metro / Transit,42.56,125,2.937,0.3405,45.0,42.0,0,0,29,0,271,0.469,Fully Disbursed,Notification Pending,Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,26.96,1,91
PCL-11288,PRJ-1114,Odisha,Sundargarh,19.551416,86.418602,Highway / Expressway,72.89,104,1.4268,0.7009,83.0,30.0,1,211,135,75,298,0.698,Pending Disbursal,Notification Pending,Under Scrutiny,Initial Stage (<30%),Moderate,Low,1,3,2,59.0,1,457
PCL-11289,PRJ-1055,Rajasthan,Jodhpur,26.484662,73.504365,Irrigation / Water Canal,77.26,133,1.7215,0.5809,68.0,62.0,1,96,18,0,162,0.3,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Full Possession,Low / Resistant,Low,1,2,5,52.72,1,312
PCL-11290,PRJ-1207,Madhya Pradesh,Gwalior,22.498019,80.737069,Industrial Corridor / SEZ,59.76,89,1.4893,0.6715,77.0,50.0,0,288,51,0,236,0.25,Pending Disbursal,Award Declared (Sec 23),Approved,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,30.29,1,151
PCL-11291,PRJ-1225,Odisha,Sundargarh,22.094745,85.845409,Airport Infrastructure,13.23,35,2.6455,0.378,48.0,57.0,1,647,147,87,192,0.08,Disputed in Escrow,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),High / Cooperative,Low,1,4,2,61.9,1,265
PCL-11292,PRJ-1018,Maharashtra,Aurangabad,18.140567,77.08855,Renewable / Solar Park,87.73,71,0.8093,1.2356,65.0,77.0,1,241,172,112,38,0.258,Pending Disbursal,Award Declared (Sec 23),Pending Environmental Clearance,Partial Possession (30-70%),Moderate,Medium,2,3,3,49.38,1,299
PCL-11293,PRJ-1023,Maharashtra,Nagpur,19.190845,74.805256,Highway / Expressway,58.45,69,1.1805,0.8471,42.0,78.0,1,264,163,103,238,0.13,Disputed in Escrow,Award Declared (Sec 23),Pending Environmental Clearance,Partial Possession (30-70%),Hostile / Legal Injunction,Medium,2,1,3,69.82,1,423
PCL-11294,PRJ-1065,Haryana,Karnal,28.33039,77.279306,Industrial Corridor / SEZ,104.82,162,1.5455,0.647,84.0,61.0,1,181,168,108,189,0.507,Pending Disbursal,Declaration Published (Sec 19),Pending Environmental Clearance,Substantial Possession (>70%),Low / Resistant,High,3,2,4,54.13,1,416
